date,股價,開盤價,收盤價,最高價,最低價,成交張數,成交筆數,成交金額,成交均張,漲跌幅,買進_外陸資買進股數(不含外資自營商),賣出_外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),買進_投信買進股數,賣出_投信賣出股數,投信買賣超股數,買進_自營商買進股數(自行買賣+避險),賣出_自營商賣出股數(自行買賣+避險),自營商買賣超股數,三大法人買進股數,三大法人賣出股數,三大法人買賣超股數,累計_買進_外陸資買進股數(不含外資自營商),累計_賣出_外陸資賣出股數(不含外資自營商),累計_外陸資買賣超股數(不含外資自營商),累計_買進_投信買進股數,累計_賣出_投信賣出股數,累計_投信買賣超股數,累計_買進_自營商買進股數(自行買賣+避險),累計_賣出_自營商賣出股數(自行買賣+避險),累計_自營商買賣超股數,累計_三大法人買進股數,累計_三大法人賣出股數,累計_三大法人買賣超股數,融資_融資買進(張),融資_融資賣出(張),融資_融資現金償還(張),融資_增減(張),融資_融資今日餘額(張),融券_融券買進(張),融券_融券賣出(張),融券_融券償還(張),融券_增減(張),融券_融券今日餘額(張),資券互抵(張),累計_融資_融資買進(張),累計_融資_融資賣出(張),累計_融資_增減(張),累計_融券_融券買進(張),累計_融券_融券賣出(張),累計_融券_增減(張),借券賣出_當日賣出,借券賣出_當日還券,借券賣出_當日調整,借券賣出_增減,借券賣出_當日餘額,借券賣出_次一營業日可限額,累計_借券賣出_當日賣出,累計_借券賣出_當日還券,累計_借券賣出_增減,1-999(股),"1,000-5,000(股)","5,001-10,000(股)","10,001-15,000(股)","15,001-20,000(股)","20,001-30,000(股)","30,001-40,000(股)","40,001-50,000(股)","50,001-100,000(股)","100,001-200,000(股)","200,001-400,000(股)","400,001-600,000(股)","600,001-800,000(股)","800,001-1,000,000(股)","1,000,001(股)以上",Label
2017-01-03,11.4,11.4,11.4,11.4,11.3,10177.0,1753.0,115653736.0,5.81,0.0,5729000.0,5682000.0,47000.0,0.0,0.0,0.0,500000.0,29000.0,471000.0,6229000.0,5711000.0,518000.0,5729000.0,5682000.0,47000.0,0.0,0.0,0.0,500000.0,29000.0,471000.0,6229000.0,5711000.0,518000.0,593.0,289.0,265.0,39.0,75544.0,27.0,0.0,0.0,-27.0,1987.0,40.0,593.0,289.0,39.0,27.0,0.0,-27.0,1591000.0,0.0,0.0,1591000.0,530176358.0,3448917.0,1591000.0,0.0,1591000.0,,,,,,,,,,,,,,,,0.0
2017-01-04,11.35,11.4,11.35,11.4,11.35,11119.0,2773.0,126388748.0,4.01,-0.05,6371000.0,6058395.0,312605.0,0.0,0.0,0.0,4020.0,45000.0,-40980.0,6375020.0,6103395.0,271625.0,12100000.0,11740395.0,359605.0,0.0,0.0,0.0,504020.0,74000.0,430020.0,12604020.0,11814395.0,789625.0,125.0,219.0,48.0,-142.0,75402.0,0.0,0.0,0.0,0.0,1987.0,0.0,718.0,508.0,-103.0,27.0,0.0,-27.0,2483000.0,0.0,0.0,2483000.0,532659358.0,3400814.0,4074000.0,0.0,4074000.0,,,,,,,,,,,,,,,,0.0
2017-01-05,11.4,11.35,11.4,11.45,11.3,20844.0,4089.0,237518324.0,5.1,0.05,10184743.0,10287559.0,-102816.0,17000.0,0.0,17000.0,915000.0,238000.0,677000.0,11116743.0,10525559.0,591184.0,22284743.0,22027954.0,256789.0,17000.0,0.0,17000.0,1419020.0,312000.0,1107020.0,23720763.0,22339954.0,1380809.0,630.0,419.0,21.0,190.0,75592.0,17.0,146.0,0.0,129.0,2116.0,0.0,1348.0,927.0,87.0,44.0,146.0,102.0,2135000.0,1100000.0,0.0,1035000.0,533694358.0,3486784.0,6209000.0,1100000.0,5109000.0,,,,,,,,,,,,,,,,0.0
2017-01-06,11.6,11.4,11.6,11.65,11.4,37951.0,7806.0,437951865.0,4.86,0.2,15572000.0,8003394.0,7568606.0,16000.0,0.0,16000.0,1817000.0,293000.0,1524000.0,17405000.0,8296394.0,9108606.0,37856743.0,30031348.0,7825395.0,33000.0,0.0,33000.0,3236020.0,605000.0,2631020.0,41125763.0,30636348.0,10489415.0,3521.0,3961.0,207.0,-647.0,74945.0,4.0,65.0,0.0,61.0,2177.0,452.0,4869.0,4888.0,-560.0,48.0,211.0,163.0,3486000.0,78000.0,0.0,3408000.0,537102358.0,3683374.0,9695000.0,1178000.0,8517000.0,0.49,4.48,3.95,2.43,2.13,2.75,1.76,1.57,4.07,3.41,2.86,1.52,0.82,0.76,66.93,0.0
2017-01-09,11.6,11.6,11.6,11.75,11.55,30051.0,5869.0,350356384.0,5.12,0.0,9013000.0,12470000.0,-3457000.0,0.0,0.0,0.0,332000.0,70000.0,262000.0,9345000.0,12540000.0,-3195000.0,46869743.0,42501348.0,4368395.0,33000.0,0.0,33000.0,3568020.0,675000.0,2893020.0,50470763.0,43176348.0,7294415.0,1772.0,2617.0,0.0,-845.0,74100.0,33.0,19.0,0.0,-14.0,2163.0,229.0,6641.0,7505.0,-1405.0,81.0,230.0,149.0,1721000.0,0.0,0.0,1721000.0,538823358.0,3841037.0,11416000.0,1178000.0,10238000.0,0.49,4.48,3.95,2.43,2.13,2.75,1.76,1.57,4.07,3.41,2.86,1.52,0.82,0.76,66.93,0.0
2017-01-10,11.65,11.6,11.65,11.65,11.55,19440.0,4926.0,225608115.0,3.95,0.05,7110000.0,9194358.0,-2084358.0,0.0,0.0,0.0,25306.0,333000.0,-307694.0,7135306.0,9527358.0,-2392052.0,53979743.0,51695706.0,2284037.0,33000.0,0.0,33000.0,3593326.0,1008000.0,2585326.0,57606069.0,52703706.0,4902363.0,1087.0,954.0,110.0,23.0,74123.0,1.0,22.0,0.0,21.0,2184.0,55.0,7728.0,8459.0,-1382.0,82.0,252.0,170.0,154000.0,0.0,0.0,154000.0,538977358.0,3887547.0,11570000.0,1178000.0,10392000.0,0.49,4.48,3.95,2.43,2.13,2.75,1.76,1.57,4.07,3.41,2.86,1.52,0.82,0.76,66.93,0.0
2017-01-11,11.65,11.65,11.65,11.7,11.6,13494.0,3560.0,157026404.0,3.79,0.0,4919800.0,5072000.0,-152200.0,0.0,0.0,0.0,1000.0,18000.0,-17000.0,4920800.0,5090000.0,-169200.0,58899543.0,56767706.0,2131837.0,33000.0,0.0,33000.0,3594326.0,1026000.0,2568326.0,62526869.0,57793706.0,4733163.0,601.0,985.0,241.0,-625.0,73498.0,4.0,28.0,0.0,24.0,2208.0,12.0,8329.0,9444.0,-2007.0,86.0,280.0,194.0,921000.0,23244000.0,0.0,-22323000.0,516654358.0,3872669.0,12491000.0,24422000.0,-11931000.0,0.49,4.48,3.95,2.43,2.13,2.75,1.76,1.57,4.07,3.41,2.86,1.52,0.82,0.76,66.93,0.0
2017-01-12,11.8,11.7,11.8,11.8,11.65,27694.0,6973.0,325312266.0,3.97,0.15,15690595.0,3063000.0,12627595.0,0.0,0.0,0.0,0.0,30000.0,-30000.0,15690595.0,3093000.0,12597595.0,74590138.0,59830706.0,14759432.0,33000.0,0.0,33000.0,3594326.0,1056000.0,2538326.0,78217464.0,60886706.0,17330758.0,1493.0,2935.0,18.0,-1460.0,72038.0,0.0,72.0,0.0,72.0,2280.0,1071.0,9822.0,12379.0,-3467.0,86.0,352.0,266.0,685000.0,346000.0,0.0,339000.0,516993358.0,3513406.0,13176000.0,24768000.0,-11592000.0,0.49,4.48,3.95,2.43,2.13,2.75,1.76,1.57,4.07,3.41,2.86,1.52,0.82,0.76,66.93,0.0
2017-01-13,11.8,11.75,11.8,11.8,11.65,22218.0,4435.0,261001574.0,5.01,0.0,12061491.0,8616000.0,3445491.0,0.0,0.0,0.0,215000.0,96000.0,119000.0,12276491.0,8712000.0,3564491.0,86651629.0,68446706.0,18204923.0,33000.0,0.0,33000.0,3809326.0,1152000.0,2657326.0,90493955.0,69598706.0,20895249.0,462.0,1039.0,8.0,-585.0,71453.0,321.0,246.0,0.0,-75.0,2205.0,49.0,10284.0,13418.0,-4052.0,407.0,598.0,191.0,986000.0,0.0,0.0,986000.0,517979358.0,3515949.0,14162000.0,24768000.0,-10606000.0,0.49,4.47,3.93,2.41,2.11,2.73,1.75,1.55,4.05,3.34,2.85,1.48,0.8,0.76,67.21,0.0
2017-01-16,11.65,11.7,11.65,11.75,11.65,9080.0,3262.0,106088799.0,2.78,-0.15,943000.0,4640000.0,-3697000.0,0.0,0.0,0.0,48000.0,0.0,48000.0,991000.0,4640000.0,-3649000.0,87594629.0,73086706.0,14507923.0,33000.0,0.0,33000.0,3857326.0,1152000.0,2705326.0,91484955.0,74238706.0,17246249.0,885.0,508.0,20.0,357.0,71810.0,218.0,21.0,0.0,-197.0,2008.0,6.0,11169.0,13926.0,-3695.0,625.0,619.0,-6.0,230000.0,0.0,0.0,230000.0,518209358.0,3460201.0,14392000.0,24768000.0,-10376000.0,0.49,4.47,3.93,2.41,2.11,2.73,1.75,1.55,4.05,3.34,2.85,1.48,0.8,0.76,67.21,0.0
2017-01-17,11.65,11.6,11.65,11.75,11.6,9470.0,2189.0,110908048.0,4.33,0.0,3436334.0,2109000.0,1327334.0,0.0,0.0,0.0,91000.0,728027.0,-637027.0,3527334.0,2837027.0,690307.0,91030963.0,75195706.0,15835257.0,33000.0,0.0,33000.0,3948326.0,1880027.0,2068299.0,95012289.0,77075733.0,17936556.0,557.0,780.0,26.0,-249.0,71561.0,15.0,5.0,0.0,-10.0,1998.0,13.0,11726.0,14706.0,-3944.0,640.0,624.0,-16.0,582000.0,0.0,0.0,582000.0,518791358.0,3407442.0,14974000.0,24768000.0,-9794000.0,0.49,4.47,3.93,2.41,2.11,2.73,1.75,1.55,4.05,3.34,2.85,1.48,0.8,0.76,67.21,0.0
2017-01-18,11.65,11.65,11.65,11.7,11.6,15844.0,5906.0,184694602.0,2.68,0.0,7150200.0,8821666.0,-1671466.0,0.0,0.0,0.0,111000.0,396000.0,-285000.0,7261200.0,9217666.0,-1956466.0,98181163.0,84017372.0,14163791.0,33000.0,0.0,33000.0,4059326.0,2276027.0,1783299.0,102273489.0,86293399.0,15980090.0,564.0,364.0,29.0,171.0,71732.0,7.0,0.0,0.0,-7.0,1991.0,34.0,12290.0,15070.0,-3773.0,647.0,624.0,-23.0,490000.0,0.0,0.0,490000.0,519281358.0,3390613.0,15464000.0,24768000.0,-9304000.0,0.49,4.47,3.93,2.41,2.11,2.73,1.75,1.55,4.05,3.34,2.85,1.48,0.8,0.76,67.21,0.0
2017-01-19,11.6,11.65,11.6,11.7,11.6,14998.0,3371.0,174512420.0,4.45,-0.05,5606000.0,10139900.0,-4533900.0,0.0,0.0,0.0,1030000.0,544000.0,486000.0,6636000.0,10683900.0,-4047900.0,103787163.0,94157272.0,9629891.0,33000.0,0.0,33000.0,5089326.0,2820027.0,2269299.0,108909489.0,96977299.0,11932190.0,834.0,595.0,19.0,220.0,71952.0,42.0,2.0,0.0,-40.0,1951.0,3.0,13124.0,15665.0,-3553.0,689.0,626.0,-63.0,1186000.0,10000000.0,0.0,-8814000.0,510467358.0,3417788.0,16650000.0,34768000.0,-18118000.0,0.49,4.47,3.93,2.41,2.11,2.73,1.75,1.55,4.05,3.34,2.85,1.48,0.8,0.76,67.21,0.0
2017-01-20,11.6,11.6,11.6,11.7,11.55,13888.0,2490.0,161361264.0,5.58,0.0,4529400.0,8702671.0,-4173271.0,0.0,0.0,0.0,1000.0,70000.0,-69000.0,4530400.0,8772671.0,-4242271.0,108316563.0,102859943.0,5456620.0,33000.0,0.0,33000.0,5090326.0,2890027.0,2200299.0,113439889.0,105749970.0,7689919.0,776.0,1020.0,48.0,-292.0,71660.0,53.0,2.0,0.0,-51.0,1900.0,7.0,13900.0,16685.0,-3845.0,742.0,628.0,-114.0,36000.0,14000000.0,0.0,-13964000.0,496503358.0,3340185.0,16686000.0,48768000.0,-32082000.0,0.49,4.46,3.92,2.41,2.1,2.72,1.75,1.53,4.03,3.33,2.85,1.48,0.8,0.78,67.28,0.0
2017-01-23,11.55,11.6,11.55,11.65,11.55,23688.0,4727.0,274812285.0,5.01,-0.05,10327098.0,18581941.0,-8254843.0,2000.0,0.0,2000.0,618000.0,86000.0,532000.0,10947098.0,18667941.0,-7720843.0,118643661.0,121441884.0,-2798223.0,35000.0,0.0,35000.0,5708326.0,2976027.0,2732299.0,124386987.0,124417911.0,-30924.0,875.0,568.0,107.0,200.0,71860.0,21.0,50.0,0.0,29.0,1929.0,1.0,14775.0,17253.0,-3645.0,763.0,678.0,-85.0,3340000.0,0.0,0.0,3340000.0,499843358.0,3386064.0,20026000.0,48768000.0,-28742000.0,0.49,4.46,3.92,2.41,2.1,2.72,1.75,1.53,4.03,3.33,2.85,1.48,0.8,0.78,67.28,0.0
2017-01-24,11.35,11.45,11.35,11.5,11.35,45636.0,8091.0,520728333.0,5.64,-0.2,5023931.0,36462430.0,-31438499.0,15000.0,0.0,15000.0,503000.0,625000.0,-122000.0,5541931.0,37087430.0,-31545499.0,123667592.0,157904314.0,-34236722.0,50000.0,0.0,50000.0,6211326.0,3601027.0,2610299.0,129928918.0,161505341.0,-31576423.0,1978.0,1511.0,417.0,50.0,71910.0,514.0,12.0,0.0,-502.0,1427.0,71.0,16753.0,18764.0,-3595.0,1277.0,690.0,-587.0,3323000.0,1541000.0,0.0,1782000.0,501625358.0,3610115.0,23349000.0,50309000.0,-26960000.0,0.49,4.46,3.92,2.41,2.1,2.72,1.75,1.53,4.03,3.33,2.85,1.48,0.8,0.78,67.28,0.0
2017-01-26,11.35,11.45,11.35,11.5,11.35,45636.0,8091.0,520728333.0,5.64,-0.2,5023931.0,36462430.0,-31438499.0,15000.0,0.0,15000.0,503000.0,625000.0,-122000.0,5541931.0,37087430.0,-31545499.0,123667592.0,157904314.0,-34236722.0,50000.0,0.0,50000.0,6211326.0,3601027.0,2610299.0,129928918.0,161505341.0,-31576423.0,1978.0,1511.0,417.0,50.0,71910.0,514.0,12.0,0.0,-502.0,1427.0,71.0,16753.0,18764.0,-3595.0,1277.0,690.0,-587.0,3323000.0,1541000.0,0.0,1782000.0,501625358.0,3610115.0,23349000.0,50309000.0,-26960000.0,0.49,4.47,3.94,2.42,2.11,2.73,1.76,1.56,4.05,3.38,2.88,1.53,0.8,0.75,67.07,0.0
2017-02-02,11.3,11.5,11.3,11.55,11.3,50885.0,7793.0,580295861.0,6.53,-0.05,17240784.0,40795368.0,-23554584.0,0.0,0.0,0.0,484000.0,187000.0,297000.0,17724784.0,40982368.0,-23257584.0,140908376.0,198699682.0,-57791306.0,50000.0,0.0,50000.0,6695326.0,3788027.0,2907299.0,147653702.0,202487709.0,-54834007.0,4904.0,816.0,58.0,4030.0,75851.0,212.0,1.0,0.0,-211.0,1216.0,197.0,21657.0,19580.0,435.0,1489.0,691.0,-798.0,3610000.0,0.0,-100000.0,3610000.0,505135358.0,3764399.0,26959000.0,50309000.0,-23350000.0,0.49,4.47,3.94,2.42,2.11,2.73,1.76,1.56,4.05,3.38,2.88,1.53,0.8,0.75,67.07,0.0
2017-02-03,11.4,11.35,11.4,11.4,11.3,32233.0,6846.0,366069372.0,4.71,0.1,9860806.0,23958679.0,-14097873.0,74000.0,0.0,74000.0,315000.0,302000.0,13000.0,10249806.0,24260679.0,-14010873.0,150769182.0,222658361.0,-71889179.0,124000.0,0.0,124000.0,7010326.0,4090027.0,2920299.0,157903508.0,226748388.0,-68844880.0,3873.0,777.0,15.0,3081.0,78932.0,10.0,0.0,0.0,-10.0,1206.0,87.0,25530.0,20357.0,3516.0,1499.0,691.0,-808.0,3755000.0,0.0,0.0,3755000.0,508890358.0,3800940.0,30714000.0,50309000.0,-19595000.0,0.49,4.47,3.95,2.42,2.12,2.74,1.76,1.56,4.07,3.39,2.91,1.54,0.8,0.79,66.92,0.0
2017-02-06,11.45,11.4,11.45,11.5,11.35,30150.0,5270.0,344126156.0,5.72,0.05,5516000.0,13774984.0,-8258984.0,0.0,0.0,0.0,246000.0,129000.0,117000.0,5762000.0,13903984.0,-8141984.0,156285182.0,236433345.0,-80148163.0,124000.0,0.0,124000.0,7256326.0,4219027.0,3037299.0,163665508.0,240652372.0,-76986864.0,2787.0,3934.0,0.0,-1147.0,77785.0,0.0,103.0,0.0,103.0,1309.0,74.0,28317.0,24291.0,2369.0,1499.0,794.0,-705.0,3800000.0,0.0,0.0,3800000.0,512690358.0,3886155.0,34514000.0,50309000.0,-15795000.0,0.49,4.47,3.95,2.42,2.12,2.74,1.76,1.56,4.07,3.39,2.91,1.54,0.8,0.79,66.92,1.0
2017-02-07,11.5,11.4,11.5,11.55,11.4,30242.0,4520.0,347691398.0,6.69,0.05,13131776.0,14954427.0,-1822651.0,0.0,316000.0,-316000.0,228000.0,315000.0,-87000.0,13359776.0,15585427.0,-2225651.0,169416958.0,251387772.0,-81970814.0,124000.0,316000.0,-192000.0,7484326.0,4534027.0,2950299.0,177025284.0,256237799.0,-79212515.0,3529.0,1318.0,0.0,2211.0,79996.0,12.0,23.0,0.0,11.0,1320.0,615.0,31846.0,25609.0,4580.0,1511.0,817.0,-694.0,3869000.0,0.0,0.0,3869000.0,516559358.0,3978965.0,38383000.0,50309000.0,-11926000.0,0.49,4.47,3.95,2.42,2.12,2.74,1.76,1.56,4.07,3.39,2.91,1.54,0.8,0.79,66.92,1.0
2017-02-08,11.45,11.5,11.45,11.55,11.4,27217.0,7274.0,312217439.0,3.74,-0.05,11903220.0,16475000.0,-4571780.0,1000.0,1000.0,0.0,119000.0,150000.0,-31000.0,12023220.0,16626000.0,-4602780.0,181320178.0,267862772.0,-86542594.0,125000.0,317000.0,-192000.0,7603326.0,4684027.0,2919299.0,189048504.0,272863799.0,-83815295.0,755.0,1052.0,3.0,-300.0,79696.0,0.0,0.0,0.0,0.0,1320.0,50.0,32601.0,26661.0,4280.0,1511.0,817.0,-694.0,3136000.0,0.0,0.0,3136000.0,519695358.0,4099508.0,41519000.0,50309000.0,-8790000.0,0.49,4.47,3.95,2.42,2.12,2.74,1.76,1.56,4.07,3.39,2.91,1.54,0.8,0.79,66.92,1.0
2017-02-09,11.5,11.5,11.5,11.55,11.45,22546.0,6533.0,259307824.0,3.45,0.05,8799625.0,12453000.0,-3653375.0,5000.0,0.0,5000.0,41000.0,43000.0,-2000.0,8845625.0,12496000.0,-3650375.0,190119803.0,280315772.0,-90195969.0,130000.0,317000.0,-187000.0,7644326.0,4727027.0,2917299.0,197894129.0,285359799.0,-87465670.0,752.0,761.0,55.0,-64.0,79632.0,1.0,16.0,0.0,15.0,1335.0,65.0,33353.0,27422.0,4216.0,1512.0,833.0,-679.0,911000.0,0.0,0.0,911000.0,520606358.0,4130949.0,42430000.0,50309000.0,-7879000.0,0.49,4.47,3.95,2.42,2.12,2.74,1.76,1.56,4.07,3.39,2.91,1.54,0.8,0.79,66.92,1.0
2017-02-10,11.6,11.55,11.6,11.6,11.5,31536.0,6079.0,364895152.0,5.19,0.1,14762404.0,13595183.0,1167221.0,0.0,0.0,0.0,274000.0,288000.0,-14000.0,15036404.0,13883183.0,1153221.0,204882207.0,293910955.0,-89028748.0,130000.0,317000.0,-187000.0,7918326.0,5015027.0,2903299.0,212930533.0,299242982.0,-86312449.0,3177.0,1608.0,4.0,1565.0,81197.0,1.0,33.0,10.0,22.0,1357.0,59.0,36530.0,29030.0,5781.0,1513.0,866.0,-657.0,2862000.0,0.0,0.0,2862000.0,523468358.0,4224411.0,45292000.0,50309000.0,-5017000.0,0.49,4.48,3.96,2.42,2.12,2.75,1.77,1.57,4.09,3.42,2.89,1.58,0.83,0.81,66.76,1.0
2017-02-13,11.7,11.6,11.7,11.7,11.55,22519.0,6136.0,262293181.0,3.67,0.1,5681394.0,5750000.0,-68606.0,0.0,990000.0,-990000.0,657000.0,500000.0,157000.0,6338394.0,7240000.0,-901606.0,210563601.0,299660955.0,-89097354.0,130000.0,1307000.0,-1177000.0,8575326.0,5515027.0,3060299.0,219268927.0,306482982.0,-87214055.0,1895.0,1239.0,3.0,653.0,81850.0,0.0,268.0,0.0,268.0,1625.0,47.0,38425.0,30269.0,6434.0,1513.0,1134.0,-389.0,2119000.0,690000.0,0.0,1429000.0,524897358.0,4280730.0,47411000.0,50999000.0,-3588000.0,0.49,4.48,3.96,2.42,2.12,2.75,1.77,1.57,4.09,3.42,2.89,1.58,0.83,0.81,66.76,1.0
2017-02-14,11.7,11.7,11.7,11.75,11.65,20660.0,5328.0,241319181.0,3.88,0.0,7740806.0,9199495.0,-1458689.0,5000.0,0.0,5000.0,65000.0,51000.0,14000.0,7810806.0,9250495.0,-1439689.0,218304407.0,308860450.0,-90556043.0,135000.0,1307000.0,-1172000.0,8640326.0,5566027.0,3074299.0,227079733.0,315733477.0,-88653744.0,914.0,902.0,72.0,-60.0,81790.0,5.0,94.0,0.0,89.0,1714.0,49.0,39339.0,31171.0,6374.0,1518.0,1228.0,-300.0,1853000.0,767000.0,0.0,1086000.0,525983358.0,4291962.0,49264000.0,51766000.0,-2502000.0,0.49,4.48,3.96,2.42,2.12,2.75,1.77,1.57,4.09,3.42,2.89,1.58,0.83,0.81,66.76,1.0
2017-02-15,11.75,11.7,11.75,11.75,11.6,29867.0,6315.0,349265116.0,4.73,0.05,19252000.0,5934000.0,13318000.0,0.0,0.0,0.0,371000.0,395000.0,-24000.0,19623000.0,6329000.0,13294000.0,237556407.0,314794450.0,-77238043.0,135000.0,1307000.0,-1172000.0,9011326.0,5961027.0,3050299.0,246702733.0,322062477.0,-75359744.0,1654.0,2254.0,8.0,-608.0,81182.0,33.0,29.0,0.0,-4.0,1710.0,151.0,40993.0,33425.0,5766.0,1551.0,1257.0,-304.0,1291000.0,1834000.0,0.0,-543000.0,525440358.0,4444555.0,50555000.0,53600000.0,-3045000.0,0.49,4.48,3.96,2.42,2.12,2.75,1.77,1.57,4.09,3.42,2.89,1.58,0.83,0.81,66.76,1.0
2017-02-16,11.8,11.8,11.8,11.9,11.7,43941.0,7078.0,519107797.0,6.21,0.05,13868000.0,8719000.0,5149000.0,0.0,0.0,0.0,1398000.0,837000.0,561000.0,15266000.0,9556000.0,5710000.0,251424407.0,323513450.0,-72089043.0,135000.0,1307000.0,-1172000.0,10409326.0,6798027.0,3611299.0,261968733.0,331618477.0,-69649744.0,5919.0,3921.0,1.0,1997.0,83179.0,150.0,147.0,0.0,-3.0,1707.0,350.0,46912.0,37346.0,7763.0,1701.0,1404.0,-307.0,2147000.0,3127000.0,0.0,-980000.0,524460358.0,4695666.0,52702000.0,56727000.0,-4025000.0,0.49,4.48,3.96,2.42,2.12,2.75,1.77,1.57,4.09,3.42,2.89,1.58,0.83,0.81,66.76,1.0
2017-02-17,11.75,11.8,11.75,11.8,11.7,14992.0,3702.0,176267749.0,4.05,-0.05,4324000.0,4238197.0,85803.0,5000.0,0.0,5000.0,235000.0,745000.0,-510000.0,4564000.0,4983197.0,-419197.0,255748407.0,327751647.0,-72003240.0,140000.0,1307000.0,-1167000.0,10644326.0,7543027.0,3101299.0,266532733.0,336601674.0,-70068941.0,1046.0,1692.0,11.0,-657.0,82522.0,45.0,42.0,0.0,-3.0,1704.0,13.0,47958.0,39038.0,7106.0,1746.0,1446.0,-310.0,861000.0,858000.0,0.0,3000.0,524463358.0,4728655.0,53563000.0,57585000.0,-4022000.0,0.49,4.48,3.96,2.42,2.12,2.75,1.77,1.57,4.09,3.42,2.89,1.58,0.83,0.81,66.76,1.0
2017-02-18,11.75,11.75,11.75,11.8,11.7,5656.0,1633.0,66517517.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101000.0,-101000.0,0.0,101000.0,-101000.0,255748407.0,327751647.0,-72003240.0,140000.0,1307000.0,-1167000.0,10644326.0,7644027.0,3000299.0,266532733.0,336702674.0,-70169941.0,535.0,617.0,36.0,-118.0,82404.0,10.0,0.0,1.0,-11.0,1693.0,0.0,48493.0,39655.0,6988.0,1756.0,1446.0,-321.0,861000.0,858000.0,0.0,3000.0,524463358.0,4728655.0,53563000.0,57585000.0,-4022000.0,0.49,4.46,3.93,2.41,2.11,2.72,1.76,1.56,4.06,3.36,2.89,1.56,0.8,0.78,67.01,1.0
2017-02-20,11.75,11.75,11.75,11.8,11.7,11660.0,2191.0,136994627.0,5.32,0.0,2777000.0,1599000.0,1178000.0,0.0,0.0,0.0,0.0,168000.0,-168000.0,2777000.0,1767000.0,1010000.0,258525407.0,329350647.0,-70825240.0,140000.0,1307000.0,-1167000.0,10644326.0,7812027.0,2832299.0,269309733.0,338469674.0,-69159941.0,1006.0,1484.0,0.0,-478.0,81926.0,13.0,1.0,0.0,-12.0,1681.0,4.0,49499.0,41139.0,6510.0,1769.0,1447.0,-333.0,451000.0,90000.0,0.0,361000.0,524824358.0,4664758.0,54014000.0,57675000.0,-3661000.0,0.49,4.46,3.93,2.41,2.11,2.72,1.76,1.56,4.06,3.36,2.89,1.56,0.8,0.78,67.01,1.0
2017-02-21,11.75,11.75,11.75,11.75,11.7,9529.0,2578.0,111810308.0,3.7,0.0,4037000.0,3567000.0,470000.0,0.0,0.0,0.0,21000.0,115000.0,-94000.0,4058000.0,3682000.0,376000.0,262562407.0,332917647.0,-70355240.0,140000.0,1307000.0,-1167000.0,10665326.0,7927027.0,2738299.0,273367733.0,342151674.0,-68783941.0,691.0,522.0,41.0,128.0,82054.0,3.0,13.0,0.0,10.0,1691.0,5.0,50190.0,41661.0,6638.0,1772.0,1460.0,-323.0,1094000.0,0.0,0.0,1094000.0,525918358.0,4660436.0,55108000.0,57675000.0,-2567000.0,0.49,4.46,3.93,2.41,2.11,2.72,1.76,1.56,4.06,3.36,2.89,1.56,0.8,0.78,67.01,1.0
2017-02-22,11.55,11.75,11.55,11.8,11.55,32022.0,5622.0,372135542.0,5.7,-0.2,4821151.0,22199049.0,-17377898.0,0.0,0.0,0.0,1459000.0,229000.0,1230000.0,6280151.0,22428049.0,-16147898.0,267383558.0,355116696.0,-87733138.0,140000.0,1307000.0,-1167000.0,12124326.0,8156027.0,3968299.0,279647884.0,364579723.0,-84931839.0,4003.0,1306.0,4.0,2693.0,84747.0,206.0,3.0,0.0,-203.0,1488.0,65.0,54193.0,42967.0,9331.0,1978.0,1463.0,-526.0,3732000.0,579000.0,0.0,3153000.0,529071358.0,7199679.0,58840000.0,58254000.0,586000.0,0.49,4.46,3.93,2.41,2.11,2.72,1.76,1.56,4.06,3.36,2.89,1.56,0.8,0.78,67.01,1.0
2017-02-23,11.75,11.65,11.75,11.8,11.65,22240.0,5325.0,260794997.0,4.18,0.2,11022000.0,4157000.0,6865000.0,3000.0,0.0,3000.0,135000.0,304000.0,-169000.0,11160000.0,4461000.0,6699000.0,278405558.0,359273696.0,-80868138.0,143000.0,1307000.0,-1164000.0,12259326.0,8460027.0,3799299.0,290807884.0,369040723.0,-78232839.0,1702.0,1708.0,5.0,-11.0,84736.0,1.0,66.0,0.0,65.0,1553.0,408.0,55895.0,44675.0,9320.0,1979.0,1529.0,-461.0,1293000.0,0.0,0.0,1293000.0,530364358.0,7213647.0,60133000.0,58254000.0,1879000.0,0.49,4.46,3.93,2.41,2.11,2.72,1.76,1.56,4.06,3.36,2.89,1.56,0.8,0.78,67.01,1.0
