date,股價,開盤價,收盤價,最高價,最低價,成交張數,成交筆數,成交金額,成交均張,漲跌幅,買進_外陸資買進股數(不含外資自營商),賣出_外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),買進_投信買進股數,賣出_投信賣出股數,投信買賣超股數,買進_自營商買進股數(自行買賣+避險),賣出_自營商賣出股數(自行買賣+避險),自營商買賣超股數,三大法人買進股數,三大法人賣出股數,三大法人買賣超股數,累計_買進_外陸資買進股數(不含外資自營商),累計_賣出_外陸資賣出股數(不含外資自營商),累計_外陸資買賣超股數(不含外資自營商),累計_買進_投信買進股數,累計_賣出_投信賣出股數,累計_投信買賣超股數,累計_買進_自營商買進股數(自行買賣+避險),累計_賣出_自營商賣出股數(自行買賣+避險),累計_自營商買賣超股數,累計_三大法人買進股數,累計_三大法人賣出股數,累計_三大法人買賣超股數,融資_融資買進(張),融資_融資賣出(張),融資_融資現金償還(張),融資_增減(張),融資_融資今日餘額(張),融券_融券買進(張),融券_融券賣出(張),融券_融券償還(張),融券_增減(張),融券_融券今日餘額(張),資券互抵(張),累計_融資_融資買進(張),累計_融資_融資賣出(張),累計_融資_增減(張),累計_融券_融券買進(張),累計_融券_融券賣出(張),累計_融券_增減(張),借券賣出_當日賣出,借券賣出_當日還券,借券賣出_當日調整,借券賣出_增減,借券賣出_當日餘額,借券賣出_次一營業日可限額,累計_借券賣出_當日賣出,累計_借券賣出_當日還券,累計_借券賣出_增減,1-999(股),"1,000-5,000(股)","5,001-10,000(股)","10,001-15,000(股)","15,001-20,000(股)","20,001-30,000(股)","30,001-40,000(股)","40,001-50,000(股)","50,001-100,000(股)","100,001-200,000(股)","200,001-400,000(股)","400,001-600,000(股)","600,001-800,000(股)","800,001-1,000,000(股)","1,000,001(股)以上"
2020-02-11,91.75,91.35,91.75,91.95,91.35,5115.0,3724.0,468988015.0,1.37,0.75,48000.0,0.0,48000.0,101000.0,0.0,101000.0,2450000.0,664000.0,1786000.0,2599000.0,664000.0,1935000.0,1156034307.0,1216231466.0,-60197159.0,49387000.0,42902000.0,6485000.0,772376952.0,870319445.0,-97942493.0,1977798259.0,2129452911.0,-151654652.0,15.0,70.0,0.0,-55.0,891.0,6.0,21.0,0.0,15.0,155.0,0.0,42196.0,41760.0,-201.0,7276.0,8009.0,-102.0,0.0,0.0,0.0,0.0,9467000.0,2466832.0,83948000.0,78635000.0,5313000.0,1.35,16.1,6.36,2.83,2.38,2.52,1.68,1.23,3.38,2.45,2.12,1.38,0.55,0.77,54.82
2020-02-12,92.65,92.0,92.65,92.9,92.0,5640.0,2845.0,521567062.0,1.98,0.9,1247054.0,371000.0,876054.0,0.0,0.0,0.0,1197000.0,1318000.0,-121000.0,2444054.0,1689000.0,755054.0,1157281361.0,1216602466.0,-59321105.0,49387000.0,42902000.0,6485000.0,773573952.0,871637445.0,-98063493.0,1980242313.0,2131141911.0,-150899598.0,112.0,124.0,0.0,-12.0,879.0,2.0,7.0,0.0,5.0,160.0,1.0,42308.0,41884.0,-213.0,7278.0,8016.0,-97.0,0.0,0.0,0.0,0.0,9467000.0,2489698.0,83948000.0,78635000.0,5313000.0,1.35,16.1,6.36,2.83,2.38,2.52,1.68,1.23,3.38,2.45,2.12,1.38,0.55,0.77,54.82
2020-02-13,92.8,93.0,92.8,93.25,92.7,5754.0,2530.0,534947681.0,2.27,0.15,5000.0,1185000.0,-1180000.0,30000.0,0.0,30000.0,803000.0,1823000.0,-1020000.0,838000.0,3008000.0,-2170000.0,1157286361.0,1217787466.0,-60501105.0,49417000.0,42902000.0,6515000.0,774376952.0,873460445.0,-99083493.0,1981080313.0,2134149911.0,-153069598.0,38.0,103.0,0.0,-65.0,814.0,1.0,1.0,0.0,0.0,160.0,0.0,42346.0,41987.0,-278.0,7279.0,8017.0,-97.0,0.0,0.0,0.0,0.0,9467000.0,2513074.0,83948000.0,78635000.0,5313000.0,1.35,16.1,6.36,2.83,2.38,2.52,1.68,1.23,3.38,2.45,2.12,1.38,0.55,0.77,54.82
2020-02-14,92.95,92.8,92.95,93.25,92.55,4988.0,2592.0,463738591.0,1.92,0.15,2200.0,1729000.0,-1726800.0,157000.0,0.0,157000.0,1078000.0,771000.0,307000.0,1237200.0,2500000.0,-1262800.0,1157288561.0,1219516466.0,-62227905.0,49574000.0,42902000.0,6672000.0,775454952.0,874231445.0,-98776493.0,1982317513.0,2136649911.0,-154332398.0,13.0,33.0,0.0,-20.0,794.0,2.0,7.0,0.0,5.0,165.0,0.0,42359.0,42020.0,-298.0,7281.0,8024.0,-92.0,0.0,0.0,0.0,0.0,9467000.0,2548858.0,83948000.0,78635000.0,5313000.0,1.35,16.1,6.36,2.83,2.38,2.52,1.68,1.23,3.38,2.45,2.12,1.38,0.55,0.77,54.82
2020-02-15,92.95,92.8,92.95,93.25,92.55,4988.0,2592.0,463738591.0,1.92,0.15,2200.0,1729000.0,-1726800.0,157000.0,0.0,157000.0,1078000.0,771000.0,307000.0,1237200.0,2500000.0,-1262800.0,1157288561.0,1219516466.0,-62227905.0,49574000.0,42902000.0,6672000.0,775454952.0,874231445.0,-98776493.0,1982317513.0,2136649911.0,-154332398.0,13.0,33.0,0.0,-20.0,794.0,2.0,7.0,0.0,5.0,165.0,0.0,42359.0,42020.0,-298.0,7281.0,8024.0,-92.0,0.0,0.0,0.0,0.0,9467000.0,2548858.0,83948000.0,78635000.0,5313000.0,1.33,15.93,6.23,2.82,2.32,2.59,1.65,1.28,3.28,2.43,2.06,1.47,0.44,0.63,55.47
2020-02-17,92.3,92.3,92.3,92.55,91.95,6266.0,2983.0,578240762.0,2.1,-0.65,4000.0,3351000.0,-3347000.0,422000.0,0.0,422000.0,796000.0,1019000.0,-223000.0,1222000.0,4370000.0,-3148000.0,1157292561.0,1222867466.0,-65574905.0,49996000.0,42902000.0,7094000.0,776250952.0,875250445.0,-98999493.0,1983539513.0,2141019911.0,-157480398.0,43.0,22.0,0.0,21.0,815.0,0.0,10.0,0.0,10.0,175.0,0.0,42402.0,42042.0,-277.0,7281.0,8034.0,-82.0,0.0,0.0,0.0,0.0,9467000.0,2593629.0,83948000.0,78635000.0,5313000.0,1.33,15.93,6.23,2.82,2.32,2.59,1.65,1.28,3.28,2.43,2.06,1.47,0.44,0.63,55.47
2020-02-18,91.05,91.4,91.05,91.6,91.0,12529.0,6041.0,1143154993.0,2.07,-1.25,3000.0,7575000.0,-7572000.0,117000.0,0.0,117000.0,1710000.0,3252500.0,-1542500.0,1830000.0,10827500.0,-8997500.0,1157295561.0,1230442466.0,-73146905.0,50113000.0,42902000.0,7211000.0,777960952.0,878502945.0,-100541993.0,1985369513.0,2151847411.0,-166477898.0,86.0,22.0,0.0,64.0,879.0,8.0,6.0,0.0,-2.0,173.0,0.0,42488.0,42064.0,-213.0,7289.0,8040.0,-84.0,0.0,0.0,0.0,0.0,9467000.0,2687963.0,83948000.0,78635000.0,5313000.0,1.33,15.93,6.23,2.82,2.32,2.59,1.65,1.28,3.28,2.43,2.06,1.47,0.44,0.63,55.47
2020-02-19,92.1,91.15,92.1,92.25,91.05,7947.0,3934.0,730212458.0,2.02,1.05,2253000.0,2212000.0,41000.0,56000.0,25000.0,31000.0,2706000.0,2199000.0,507000.0,5015000.0,4436000.0,579000.0,1159548561.0,1232654466.0,-73105905.0,50169000.0,42927000.0,7242000.0,780666952.0,880701945.0,-100034993.0,1990384513.0,2156283411.0,-165898898.0,106.0,48.0,1.0,57.0,936.0,6.0,11.0,0.0,5.0,178.0,0.0,42594.0,42112.0,-156.0,7295.0,8051.0,-79.0,0.0,0.0,0.0,0.0,9467000.0,2737652.0,83948000.0,78635000.0,5313000.0,1.33,15.93,6.23,2.82,2.32,2.59,1.65,1.28,3.28,2.43,2.06,1.47,0.44,0.63,55.47
2020-02-20,91.7,92.35,91.7,92.5,91.35,6538.0,2619.0,599664476.0,2.5,-0.4,2280.0,3867000.0,-3864720.0,0.0,46000.0,-46000.0,1119000.0,1395000.0,-276000.0,1121280.0,5308000.0,-4186720.0,1159550841.0,1236521466.0,-76970625.0,50169000.0,42973000.0,7196000.0,781785952.0,882096945.0,-100310993.0,1991505793.0,2161591411.0,-170085618.0,49.0,92.0,0.0,-43.0,893.0,1.0,0.0,0.0,-1.0,177.0,1.0,42643.0,42204.0,-199.0,7296.0,8051.0,-80.0,0.0,0.0,0.0,0.0,9467000.0,2771648.0,83948000.0,78635000.0,5313000.0,1.33,15.93,6.23,2.82,2.32,2.59,1.65,1.28,3.28,2.43,2.06,1.47,0.44,0.63,55.47
2020-02-21,91.25,91.65,91.25,91.95,90.95,5401.0,2963.0,493195200.0,1.82,-0.45,5554.0,2711000.0,-2705446.0,32000.0,10000.0,22000.0,1019000.0,984995.0,34005.0,1056554.0,3705995.0,-2649441.0,1159556395.0,1239232466.0,-79676071.0,50201000.0,42983000.0,7218000.0,782804952.0,883081940.0,-100276988.0,1992562347.0,2165297406.0,-172735059.0,58.0,68.0,0.0,-10.0,883.0,0.0,8.0,0.0,8.0,185.0,1.0,42701.0,42272.0,-209.0,7296.0,8059.0,-72.0,0.0,314000.0,0.0,-314000.0,9153000.0,2782620.0,83948000.0,78949000.0,4999000.0,1.36,16.29,6.36,2.88,2.34,2.62,1.7,1.21,3.3,2.52,2.11,1.39,0.54,1.02,54.29
2020-02-24,90.1,90.25,90.1,90.4,89.7,13571.0,7797.0,1222019338.0,1.74,-1.15,15000.0,9332000.0,-9317000.0,35000.0,0.0,35000.0,1586000.0,2657990.0,-1071990.0,1636000.0,11989990.0,-10353990.0,1159571395.0,1248564466.0,-88993071.0,50236000.0,42983000.0,7253000.0,784390952.0,885739930.0,-101348978.0,1994198347.0,2177287396.0,-183089049.0,122.0,20.0,0.0,102.0,985.0,6.0,6.0,0.0,0.0,185.0,1.0,42823.0,42292.0,-107.0,7302.0,8065.0,-72.0,0.0,0.0,0.0,0.0,9153000.0,2869520.0,83948000.0,78949000.0,4999000.0,1.36,16.29,6.36,2.88,2.34,2.62,1.7,1.21,3.3,2.52,2.11,1.39,0.54,1.02,54.29
2020-02-25,90.35,89.5,90.35,90.5,89.45,8840.0,3943.0,796170580.0,2.24,0.25,135000.0,4434000.0,-4299000.0,12000.0,0.0,12000.0,1934000.0,1459000.0,475000.0,2081000.0,5893000.0,-3812000.0,1159706395.0,1252998466.0,-93292071.0,50248000.0,42983000.0,7265000.0,786324952.0,887198930.0,-100873978.0,1996279347.0,2183180396.0,-186901049.0,109.0,37.0,0.0,72.0,1057.0,29.0,34.0,0.0,5.0,190.0,1.0,42932.0,42329.0,-35.0,7331.0,8099.0,-67.0,0.0,0.0,0.0,0.0,9153000.0,2889785.0,83948000.0,78949000.0,4999000.0,1.36,16.29,6.36,2.88,2.34,2.62,1.7,1.21,3.3,2.52,2.11,1.39,0.54,1.02,54.29
2020-02-26,89.45,89.15,89.45,89.75,88.9,15256.0,7889.0,1362216157.0,1.93,-0.9,220080.0,10135000.0,-9914920.0,50000.0,0.0,50000.0,2282000.0,3380000.0,-1098000.0,2552080.0,13515000.0,-10962920.0,1159926475.0,1263133466.0,-103206991.0,50298000.0,42983000.0,7315000.0,788606952.0,890578930.0,-101971978.0,1998831427.0,2196695396.0,-197863969.0,180.0,21.0,2.0,157.0,1214.0,6.0,20.0,0.0,14.0,204.0,2.0,43112.0,42350.0,122.0,7337.0,8119.0,-53.0,0.0,0.0,0.0,0.0,9153000.0,2949128.0,83948000.0,78949000.0,4999000.0,1.36,16.29,6.36,2.88,2.34,2.62,1.7,1.21,3.3,2.52,2.11,1.39,0.54,1.02,54.29
2020-02-27,88.65,89.35,88.65,89.5,88.35,24688.0,12829.0,2190387154.0,1.92,-0.8,40008.0,12689000.0,-12648992.0,85000.0,0.0,85000.0,2513000.0,9312000.0,-6799000.0,2638008.0,22001000.0,-19362992.0,1159966483.0,1275822466.0,-115855983.0,50383000.0,42983000.0,7400000.0,791119952.0,899890930.0,-108770978.0,2001469435.0,2218696396.0,-217226961.0,279.0,67.0,1.0,211.0,1425.0,33.0,14.0,0.0,-19.0,185.0,1.0,43391.0,42417.0,333.0,7370.0,8133.0,-72.0,2141000.0,0.0,0.0,2141000.0,11294000.0,3132722.0,86089000.0,78949000.0,7140000.0,1.31,16.52,6.44,2.94,2.3,2.69,1.64,1.3,3.25,2.35,2.04,1.24,0.79,0.61,54.52
2020-03-02,87.35,87.5,87.35,88.25,86.85,27894.0,12628.0,2437814508.0,2.21,-1.3,1517000.0,17465100.0,-15948100.0,200000.0,0.0,200000.0,5091000.0,6147001.0,-1056001.0,6808000.0,23612101.0,-16804101.0,1161483483.0,1293287566.0,-131804083.0,50583000.0,42983000.0,7600000.0,796210952.0,906037931.0,-109826979.0,2008277435.0,2242308497.0,-234031062.0,457.0,54.0,0.0,403.0,1828.0,30.0,73.0,0.0,43.0,228.0,1.0,43848.0,42471.0,736.0,7400.0,8206.0,-29.0,0.0,0.0,0.0,0.0,11294000.0,3326499.0,86089000.0,78949000.0,7140000.0,1.31,16.52,6.44,2.94,2.3,2.69,1.64,1.3,3.25,2.35,2.04,1.24,0.79,0.61,54.52
2020-03-03,88.6,88.85,88.6,88.95,88.25,11071.0,5903.0,980838153.0,1.88,1.25,296100.0,926000.0,-629900.0,222000.0,0.0,222000.0,1345000.0,5785000.0,-4440000.0,1863100.0,6711000.0,-4847900.0,1161779583.0,1294213566.0,-132433983.0,50805000.0,42983000.0,7822000.0,797555952.0,911822931.0,-114266979.0,2010140535.0,2249019497.0,-238878962.0,255.0,215.0,0.0,40.0,1868.0,12.0,71.0,0.0,59.0,287.0,8.0,44103.0,42686.0,776.0,7412.0,8277.0,30.0,457000.0,0.0,0.0,457000.0,11751000.0,3365578.0,86546000.0,78949000.0,7597000.0,1.31,16.52,6.44,2.94,2.3,2.69,1.64,1.3,3.25,2.35,2.04,1.24,0.79,0.61,54.52
2020-03-04,89.2,88.8,89.2,89.2,88.4,8437.0,3541.0,749733154.0,2.38,0.6,2726500.0,53000.0,2673500.0,40000.0,0.0,40000.0,1575000.0,3338000.0,-1763000.0,4341500.0,3391000.0,950500.0,1164506083.0,1294266566.0,-129760483.0,50845000.0,42983000.0,7862000.0,799130952.0,915160931.0,-116029979.0,2014482035.0,2252410497.0,-237928462.0,67.0,283.0,0.0,-216.0,1652.0,1.0,144.0,0.0,143.0,430.0,1.0,44170.0,42969.0,560.0,7413.0,8421.0,173.0,0.0,120000.0,0.0,-120000.0,11631000.0,3359233.0,86546000.0,79069000.0,7477000.0,1.31,16.52,6.44,2.94,2.3,2.69,1.64,1.3,3.25,2.35,2.04,1.24,0.79,0.61,54.52
2020-03-05,90.2,89.8,90.2,90.25,89.75,9785.0,5246.0,881048721.0,1.87,1.0,2867050.0,200000.0,2667050.0,0.0,0.0,0.0,1233000.0,2994000.0,-1761000.0,4100050.0,3194000.0,906050.0,1167373133.0,1294466566.0,-127093433.0,50845000.0,42983000.0,7862000.0,800363952.0,918154931.0,-117790979.0,2018582085.0,2255604497.0,-237022412.0,137.0,226.0,0.0,-89.0,1563.0,12.0,41.0,0.0,29.0,459.0,5.0,44307.0,43195.0,471.0,7425.0,8462.0,202.0,51000.0,0.0,0.0,51000.0,11682000.0,3390579.0,86597000.0,79069000.0,7528000.0,1.31,16.52,6.44,2.94,2.3,2.69,1.64,1.3,3.25,2.35,2.04,1.24,0.79,0.61,54.52
2020-03-06,88.35,89.65,88.35,89.65,88.3,17096.0,8153.0,1515504581.0,2.1,-1.85,256200.0,8241000.0,-7984800.0,0.0,0.0,0.0,2735000.0,5825001.0,-3090001.0,2991200.0,14066001.0,-11074801.0,1167629333.0,1302707566.0,-135078233.0,50845000.0,42983000.0,7862000.0,803098952.0,923979932.0,-120880980.0,2021573285.0,2269670498.0,-248097213.0,243.0,40.0,0.0,203.0,1766.0,5.0,12.0,0.0,7.0,466.0,1.0,44550.0,43235.0,674.0,7430.0,8474.0,209.0,832000.0,0.0,0.0,832000.0,12514000.0,3446093.0,87429000.0,79069000.0,8360000.0,1.23,16.89,6.69,2.99,2.48,2.63,1.69,1.3,3.4,2.27,2.07,1.13,0.56,0.8,53.79
2020-03-09,85.85,86.8,85.85,86.8,85.6,27734.0,16049.0,2389878137.0,1.73,-2.5,346100.0,17014000.0,-16667900.0,94000.0,0.0,94000.0,2040000.0,5740000.0,-3700000.0,2480100.0,22754000.0,-20273900.0,1167975433.0,1319721566.0,-151746133.0,50939000.0,42983000.0,7956000.0,805138952.0,929719932.0,-124580980.0,2024053385.0,2292424498.0,-268371113.0,433.0,119.0,165.0,149.0,1915.0,60.0,30.0,0.0,-30.0,436.0,7.0,44983.0,43354.0,823.0,7490.0,8504.0,179.0,138000.0,0.0,0.0,138000.0,12652000.0,3620844.0,87567000.0,79069000.0,8498000.0,1.23,16.89,6.69,2.99,2.48,2.63,1.69,1.3,3.4,2.27,2.07,1.13,0.56,0.8,53.79
2020-03-10,86.3,85.0,86.3,86.3,84.9,23784.0,10444.0,2031046781.0,2.28,0.45,2062000.0,9107000.0,-7045000.0,45000.0,0.0,45000.0,1460000.0,8846000.0,-7386000.0,3567000.0,17953000.0,-14386000.0,1170037433.0,1328828566.0,-158791133.0,50984000.0,42983000.0,8001000.0,806598952.0,938565932.0,-131966980.0,2027620385.0,2310377498.0,-282757113.0,455.0,186.0,0.0,269.0,2184.0,87.0,104.0,0.0,17.0,453.0,16.0,45438.0,43540.0,1092.0,7577.0,8608.0,196.0,296000.0,0.0,0.0,296000.0,12948000.0,3771822.0,87863000.0,79069000.0,8794000.0,1.23,16.89,6.69,2.99,2.48,2.63,1.69,1.3,3.4,2.27,2.07,1.13,0.56,0.8,53.79
2020-03-11,85.3,86.45,85.3,86.55,85.05,15306.0,7642.0,1315633871.0,2.0,-1.0,28000.0,6831000.0,-6803000.0,45000.0,0.0,45000.0,651000.0,4691000.0,-4040000.0,724000.0,11522000.0,-10798000.0,1170065433.0,1335659566.0,-165594133.0,51029000.0,42983000.0,8046000.0,807249952.0,943256932.0,-136006980.0,2028344385.0,2321899498.0,-293555113.0,198.0,118.0,0.0,80.0,2264.0,3.0,125.0,0.0,122.0,575.0,4.0,45636.0,43658.0,1172.0,7580.0,8733.0,318.0,1136000.0,0.0,0.0,1136000.0,14084000.0,3843677.0,88999000.0,79069000.0,9930000.0,1.23,16.89,6.69,2.99,2.48,2.63,1.69,1.3,3.4,2.27,2.07,1.13,0.56,0.8,53.79
2020-03-12,82.15,84.5,82.15,84.5,81.15,44910.0,19425.0,3702402943.0,2.31,-3.15,250250.0,23961000.0,-23710750.0,0.0,0.0,0.0,3505000.0,11489000.0,-7984000.0,3755250.0,35450000.0,-31694750.0,1170315683.0,1359620566.0,-189304883.0,51029000.0,42983000.0,8046000.0,810754952.0,954745932.0,-143990980.0,2032099635.0,2357349498.0,-325249863.0,664.0,148.0,14.0,502.0,2766.0,110.0,91.0,0.0,-19.0,556.0,20.0,46300.0,43806.0,1674.0,7690.0,8824.0,299.0,144000.0,1000.0,0.0,143000.0,14227000.0,4223080.0,89143000.0,79070000.0,10073000.0,1.23,16.89,6.69,2.99,2.48,2.63,1.69,1.3,3.4,2.27,2.07,1.13,0.56,0.8,53.79
2020-03-13,81.0,78.0,81.0,81.4,75.95,53704.0,22286.0,4165969502.0,2.41,-1.15,182036.0,25252400.0,-25070364.0,10000.0,150000.0,-140000.0,3318000.0,12972000.0,-9654000.0,3510036.0,38374400.0,-34864364.0,1170497719.0,1384872966.0,-214375247.0,51039000.0,43133000.0,7906000.0,814072952.0,967717932.0,-153644980.0,2035609671.0,2395723898.0,-360114227.0,1015.0,404.0,11.0,600.0,3366.0,55.0,186.0,0.0,131.0,687.0,116.0,47315.0,44210.0,2274.0,7745.0,9010.0,430.0,2110000.0,0.0,0.0,2110000.0,16337000.0,4437500.0,91253000.0,79070000.0,12183000.0,1.21,17.97,7.41,3.27,2.77,3.03,1.79,1.45,3.53,2.51,2.06,0.99,0.63,0.84,51.9
2020-03-16,77.3,80.0,77.3,80.4,76.95,33813.0,17505.0,2652927807.0,1.93,-3.7,81139.0,11959000.0,-11877861.0,0.0,0.0,0.0,2711000.0,13049998.0,-10338998.0,2792139.0,25008998.0,-22216859.0,1170578858.0,1396831966.0,-226253108.0,51039000.0,43133000.0,7906000.0,816783952.0,980767930.0,-163983978.0,2038401810.0,2420732896.0,-382331086.0,807.0,435.0,11.0,361.0,3727.0,75.0,192.0,0.0,117.0,804.0,39.0,48122.0,44645.0,2635.0,7820.0,9202.0,547.0,2611000.0,0.0,0.0,2611000.0,18948000.0,4550661.0,93864000.0,79070000.0,14794000.0,1.21,17.97,7.41,3.27,2.77,3.03,1.79,1.45,3.53,2.51,2.06,0.99,0.63,0.84,51.9
2020-03-17,74.85,74.3,74.85,76.7,74.3,51145.0,20922.0,3843020137.0,2.44,-2.45,973070.0,35822010.0,-34848940.0,82000.0,240000.0,-158000.0,10897000.0,3612000.0,7285000.0,11952070.0,39674010.0,-27721940.0,1171551928.0,1432653976.0,-261102048.0,51121000.0,43373000.0,7748000.0,827680952.0,984379930.0,-156698978.0,2050353880.0,2460406906.0,-410053026.0,874.0,283.0,4.0,587.0,4314.0,166.0,244.0,0.0,78.0,882.0,107.0,48996.0,44928.0,3222.0,7986.0,9446.0,625.0,170000.0,0.0,0.0,170000.0,19118000.0,4903884.0,94034000.0,79070000.0,14964000.0,1.21,17.97,7.41,3.27,2.77,3.03,1.79,1.45,3.53,2.51,2.06,0.99,0.63,0.84,51.9
2020-03-18,72.8,74.95,72.8,75.25,72.8,46790.0,23021.0,3463425684.0,2.03,-2.05,2005084.0,22542000.0,-20536916.0,50000.0,0.0,50000.0,9459000.0,14068000.0,-4609000.0,11514084.0,36610000.0,-25095916.0,1173557012.0,1455195976.0,-281638964.0,51171000.0,43373000.0,7798000.0,837139952.0,998447930.0,-161307978.0,2061867964.0,2497016906.0,-435148942.0,868.0,340.0,0.0,528.0,4842.0,113.0,941.0,0.0,828.0,1710.0,114.0,49864.0,45268.0,3750.0,8099.0,10387.0,1453.0,1508000.0,0.0,0.0,1508000.0,20626000.0,1760914.0,95542000.0,79070000.0,16472000.0,1.21,17.97,7.41,3.27,2.77,3.03,1.79,1.45,3.53,2.51,2.06,0.99,0.63,0.84,51.9
2020-03-19,68.55,71.0,68.55,71.0,67.25,68038.0,27999.0,4709268810.0,2.43,-4.25,436127.0,27576000.0,-27139873.0,54000.0,1823000.0,-1769000.0,18404000.0,17574000.0,830000.0,18894127.0,46973000.0,-28078873.0,1173993139.0,1482771976.0,-308778837.0,51225000.0,45196000.0,6029000.0,855543952.0,1016021930.0,-160477978.0,2080762091.0,2543989906.0,-463227815.0,2048.0,699.0,65.0,1284.0,6126.0,256.0,417.0,1.0,160.0,1870.0,71.0,51912.0,45967.0,5034.0,8355.0,10804.0,1613.0,1871000.0,0.0,0.0,1871000.0,22497000.0,1965371.0,97413000.0,79070000.0,18343000.0,1.21,17.97,7.41,3.27,2.77,3.03,1.79,1.45,3.53,2.51,2.06,0.99,0.63,0.84,51.9
2020-03-20,74.0,71.0,74.0,74.0,70.9,40910.0,20786.0,2966513589.0,1.97,5.45,1395000.0,8095500.0,-6700500.0,0.0,0.0,0.0,9051000.0,10991000.0,-1940000.0,10446000.0,19086500.0,-8640500.0,1175388139.0,1490867476.0,-315479337.0,51225000.0,45196000.0,6029000.0,864594952.0,1027012930.0,-162417978.0,2091208091.0,2563076406.0,-471868315.0,1099.0,1712.0,7.0,-620.0,5506.0,273.0,613.0,1.0,339.0,2209.0,160.0,53011.0,47679.0,4414.0,8628.0,11417.0,1952.0,1765000.0,0.0,0.0,1765000.0,24262000.0,2066084.0,99178000.0,79070000.0,20108000.0,1.0,17.11,7.53,3.42,2.72,3.05,1.82,1.5,3.62,2.46,1.79,0.77,0.61,0.6,52.74
2020-03-23,70.8,71.0,70.8,72.1,69.55,22465.0,12011.0,1599805748.0,1.87,-3.2,651000.0,4828000.0,-4177000.0,145000.0,950000.0,-805000.0,2962000.0,5063000.0,-2101000.0,3758000.0,10841000.0,-7083000.0,1176039139.0,1495695476.0,-319656337.0,51370000.0,46146000.0,5224000.0,867556952.0,1032075930.0,-164518978.0,2094966091.0,2573917406.0,-478951315.0,721.0,545.0,6.0,170.0,5676.0,163.0,243.0,0.0,80.0,2289.0,34.0,53732.0,48224.0,4584.0,8791.0,11660.0,2032.0,0.0,0.0,0.0,0.0,24262000.0,2109118.0,99178000.0,79070000.0,20108000.0,1.0,17.11,7.53,3.42,2.72,3.05,1.82,1.5,3.62,2.46,1.79,0.77,0.61,0.6,52.74
2020-03-24,74.25,73.85,74.25,75.3,73.7,26956.0,13009.0,2009808259.0,2.07,3.45,6168000.0,1272000.0,4896000.0,590000.0,900000.0,-310000.0,9130000.0,5502000.0,3628000.0,15888000.0,7674000.0,8214000.0,1182207139.0,1496967476.0,-314760337.0,51960000.0,47046000.0,4914000.0,876686952.0,1037577930.0,-160890978.0,2110854091.0,2581591406.0,-470737315.0,317.0,1076.0,2.0,-761.0,4915.0,102.0,277.0,0.0,175.0,2464.0,24.0,54049.0,49300.0,3823.0,8893.0,11937.0,2207.0,44000.0,0.0,0.0,44000.0,24306000.0,2174611.0,99222000.0,79070000.0,20152000.0,1.0,17.11,7.53,3.42,2.72,3.05,1.82,1.5,3.62,2.46,1.79,0.77,0.61,0.6,52.74
2020-03-25,76.85,76.8,76.85,77.45,76.1,32687.0,17188.0,2515225203.0,1.9,2.6,3798100.0,6713000.0,-2914900.0,359000.0,30000.0,329000.0,6540000.0,6019000.0,521000.0,10697100.0,12762000.0,-2064900.0,1186005239.0,1503680476.0,-317675237.0,52319000.0,47076000.0,5243000.0,883226952.0,1043596930.0,-160369978.0,2121551191.0,2594353406.0,-472802215.0,372.0,1330.0,0.0,-958.0,3957.0,161.0,142.0,0.0,-19.0,2445.0,16.0,54421.0,50630.0,2865.0,9054.0,12079.0,2188.0,0.0,0.0,0.0,0.0,24306000.0,2266519.0,99222000.0,79070000.0,20152000.0,1.0,17.11,7.53,3.42,2.72,3.05,1.82,1.5,3.62,2.46,1.79,0.77,0.61,0.6,52.74
2020-03-26,77.2,77.4,77.2,77.45,76.0,19215.0,9509.0,1477391870.0,2.02,0.35,3582094.0,287000.0,3295094.0,69000.0,0.0,69000.0,6520000.0,4711000.0,1809000.0,10171094.0,4998000.0,5173094.0,1189587333.0,1503967476.0,-314380143.0,52388000.0,47076000.0,5312000.0,889746952.0,1048307930.0,-158560978.0,2131722285.0,2599351406.0,-467629121.0,235.0,569.0,0.0,-334.0,3623.0,92.0,201.0,0.0,109.0,2554.0,73.0,54656.0,51199.0,2531.0,9146.0,12280.0,2297.0,0.0,0.0,0.0,0.0,24306000.0,2311771.0,99222000.0,79070000.0,20152000.0,1.0,17.11,7.53,3.42,2.72,3.05,1.82,1.5,3.62,2.46,1.79,0.77,0.61,0.6,52.74
2020-03-27,76.6,78.3,76.6,78.7,76.45,21953.0,12164.0,1706695527.0,1.8,-0.6,769108.0,1868000.0,-1098892.0,92000.0,0.0,92000.0,4696000.0,4902000.0,-206000.0,5557108.0,6770000.0,-1212892.0,1190356441.0,1505835476.0,-315479035.0,52480000.0,47076000.0,5404000.0,894442952.0,1053209930.0,-158766978.0,2137279393.0,2606121406.0,-468842013.0,264.0,688.0,2.0,-426.0,3197.0,127.0,27.0,0.0,-100.0,2454.0,10.0,54920.0,51887.0,2105.0,9273.0,12307.0,2197.0,8000.0,0.0,0.0,8000.0,24314000.0,2365770.0,99230000.0,79070000.0,20160000.0,1.02,17.39,7.46,3.4,2.69,2.97,1.89,1.49,3.39,2.42,1.75,0.78,0.39,0.76,52.12
