date,股價,開盤價,收盤價,最高價,最低價,成交張數,成交筆數,成交金額,成交均張,漲跌幅,買進_外陸資買進股數(不含外資自營商),賣出_外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),買進_投信買進股數,賣出_投信賣出股數,投信買賣超股數,買進_自營商買進股數(自行買賣+避險),賣出_自營商賣出股數(自行買賣+避險),自營商買賣超股數,三大法人買進股數,三大法人賣出股數,三大法人買賣超股數,累計_買進_外陸資買進股數(不含外資自營商),累計_賣出_外陸資賣出股數(不含外資自營商),累計_外陸資買賣超股數(不含外資自營商),累計_買進_投信買進股數,累計_賣出_投信賣出股數,累計_投信買賣超股數,累計_買進_自營商買進股數(自行買賣+避險),累計_賣出_自營商賣出股數(自行買賣+避險),累計_自營商買賣超股數,累計_三大法人買進股數,累計_三大法人賣出股數,累計_三大法人買賣超股數,融資_融資買進(張),融資_融資賣出(張),融資_融資現金償還(張),融資_增減(張),融資_融資今日餘額(張),融券_融券買進(張),融券_融券賣出(張),融券_融券償還(張),融券_增減(張),融券_融券今日餘額(張),資券互抵(張),累計_融資_融資買進(張),累計_融資_融資賣出(張),累計_融資_增減(張),累計_融券_融券買進(張),累計_融券_融券賣出(張),累計_融券_增減(張),借券賣出_當日賣出,借券賣出_當日還券,借券賣出_當日調整,借券賣出_增減,借券賣出_當日餘額,借券賣出_次一營業日可限額,累計_借券賣出_當日賣出,累計_借券賣出_當日還券,累計_借券賣出_增減,1-999(股),"1,000-5,000(股)","5,001-10,000(股)","10,001-15,000(股)","15,001-20,000(股)","20,001-30,000(股)","30,001-40,000(股)","40,001-50,000(股)","50,001-100,000(股)","100,001-200,000(股)","200,001-400,000(股)","400,001-600,000(股)","600,001-800,000(股)","800,001-1,000,000(股)","1,000,001(股)以上"
2019-05-16,79.05,79.5,79.05,79.6,79.0,17099.0,7751.0,1355088953.0,2.21,-0.7,119501.0,11533000.0,-11413499.0,0.0,0.0,0.0,2226000.0,4058000.0,-1832000.0,2345501.0,15591000.0,-13245499.0,732667054.0,838979599.0,-106312545.0,31272000.0,33017000.0,-1745000.0,540556316.0,591518479.0,-50962163.0,1304495370.0,1463515078.0,-159019708.0,135.0,26.0,3.0,106.0,1498.0,9.0,2.0,3.0,-10.0,384.0,0.0,32736.0,31814.0,376.0,5970.0,6912.0,127.0,0.0,0.0,0.0,0.0,1142000.0,3234438.0,62147000.0,65159000.0,-3012000.0,0.87,13.07,5.65,2.63,2.12,2.43,1.44,1.13,2.82,1.92,1.74,1.27,0.54,0.62,61.69
2019-05-17,78.25,79.5,78.25,79.55,78.25,23573.0,11522.0,1854550805.0,2.05,-0.8,85000.0,18483000.0,-18398000.0,0.0,0.0,0.0,1743000.0,3108000.0,-1365000.0,1828000.0,21591000.0,-19763000.0,732752054.0,857462599.0,-124710545.0,31272000.0,33017000.0,-1745000.0,542299316.0,594626479.0,-52327163.0,1306323370.0,1485106078.0,-178782708.0,589.0,75.0,6.0,508.0,2006.0,4.0,10.0,0.0,6.0,390.0,0.0,33325.0,31889.0,884.0,5974.0,6922.0,133.0,0.0,0.0,0.0,0.0,1142000.0,3414126.0,62147000.0,65159000.0,-3012000.0,0.88,15.4,6.83,3.28,2.63,3.02,1.82,1.52,3.53,2.23,1.82,1.13,0.6,0.49,54.73
2019-05-20,78.2,78.5,78.2,78.8,78.15,14304.0,6896.0,1121570149.0,2.07,-0.05,177000.0,9731000.0,-9554000.0,0.0,0.0,0.0,2731000.0,2134000.0,597000.0,2908000.0,11865000.0,-8957000.0,732929054.0,867193599.0,-134264545.0,31272000.0,33017000.0,-1745000.0,545030316.0,596760479.0,-51730163.0,1309231370.0,1496971078.0,-187739708.0,126.0,462.0,20.0,-356.0,1650.0,3.0,24.0,0.0,21.0,411.0,1.0,33451.0,32351.0,528.0,5977.0,6946.0,154.0,0.0,0.0,0.0,0.0,1142000.0,3488502.0,62147000.0,65159000.0,-3012000.0,0.88,15.4,6.83,3.28,2.63,3.02,1.82,1.52,3.53,2.23,1.82,1.13,0.6,0.49,54.73
2019-05-21,78.4,78.0,78.4,78.45,77.7,19814.0,6058.0,1548066469.0,3.27,0.2,5853000.0,15518000.0,-9665000.0,0.0,0.0,0.0,4063000.0,2722000.0,1341000.0,9916000.0,18240000.0,-8324000.0,738782054.0,882711599.0,-143929545.0,31272000.0,33017000.0,-1745000.0,549093316.0,599482479.0,-50389163.0,1319147370.0,1515211078.0,-196063708.0,206.0,45.0,0.0,161.0,1811.0,4.0,14.0,0.0,10.0,421.0,10.0,33657.0,32396.0,689.0,5981.0,6960.0,164.0,0.0,0.0,0.0,0.0,1142000.0,3606742.0,62147000.0,65159000.0,-3012000.0,0.88,15.4,6.83,3.28,2.63,3.02,1.82,1.52,3.53,2.23,1.82,1.13,0.6,0.49,54.73
2019-05-22,78.4,78.2,78.4,78.65,78.1,10557.0,4582.0,827306010.0,2.3,0.0,57000.0,7167000.0,-7110000.0,0.0,0.0,0.0,1767000.0,2384998.0,-617998.0,1824000.0,9551998.0,-7727998.0,738839054.0,889878599.0,-151039545.0,31272000.0,33017000.0,-1745000.0,550860316.0,601867477.0,-51007161.0,1320971370.0,1524763076.0,-203791706.0,81.0,68.0,1.0,12.0,1823.0,5.0,8.0,0.0,3.0,424.0,1.0,33738.0,32464.0,701.0,5986.0,6968.0,167.0,0.0,0.0,0.0,0.0,1142000.0,3559602.0,62147000.0,65159000.0,-3012000.0,0.88,15.4,6.83,3.28,2.63,3.02,1.82,1.52,3.53,2.23,1.82,1.13,0.6,0.49,54.73
2019-05-23,76.95,77.85,76.95,77.85,76.85,25682.0,13162.0,1979998024.0,1.95,-1.45,1873000.0,17524000.0,-15651000.0,0.0,0.0,0.0,1595000.0,5636000.0,-4041000.0,3468000.0,23160000.0,-19692000.0,740712054.0,907402599.0,-166690545.0,31272000.0,33017000.0,-1745000.0,552455316.0,607503477.0,-55048161.0,1324439370.0,1547923076.0,-223483706.0,526.0,35.0,1.0,490.0,2313.0,38.0,18.0,0.0,-20.0,404.0,7.0,34264.0,32499.0,1191.0,6024.0,6986.0,147.0,1396000.0,0.0,0.0,1396000.0,2538000.0,3707796.0,63543000.0,65159000.0,-1616000.0,0.88,15.4,6.83,3.28,2.63,3.02,1.82,1.52,3.53,2.23,1.82,1.13,0.6,0.49,54.73
2019-05-24,77.35,77.05,77.35,77.5,77.0,6029.0,3250.0,465499944.0,1.86,0.4,67000.0,2823000.0,-2756000.0,0.0,0.0,0.0,319000.0,1249000.0,-930000.0,386000.0,4072000.0,-3686000.0,740779054.0,910225599.0,-169446545.0,31272000.0,33017000.0,-1745000.0,552774316.0,608752477.0,-55978161.0,1324825370.0,1551995076.0,-227169706.0,121.0,24.0,0.0,97.0,2410.0,4.0,27.0,0.0,23.0,427.0,40.0,34385.0,32523.0,1288.0,6028.0,7013.0,170.0,0.0,1000.0,0.0,-1000.0,2537000.0,3685366.0,63543000.0,65160000.0,-1617000.0,0.87,17.12,8.02,3.88,3.15,3.52,2.18,1.73,4.08,2.61,1.93,1.04,0.7,0.61,48.49
2019-05-27,77.15,77.5,77.15,77.5,76.85,11541.0,5535.0,890073086.0,2.09,-0.2,70000.0,5686000.0,-5616000.0,0.0,0.0,0.0,1886000.0,4675000.0,-2789000.0,1956000.0,10361000.0,-8405000.0,740849054.0,915911599.0,-175062545.0,31272000.0,33017000.0,-1745000.0,554660316.0,613427477.0,-58767161.0,1326781370.0,1562356076.0,-235574706.0,140.0,26.0,0.0,114.0,2524.0,6.0,13.0,0.0,7.0,434.0,24.0,34525.0,32549.0,1402.0,6034.0,7026.0,177.0,118000.0,0.0,0.0,118000.0,2655000.0,3725793.0,63661000.0,65160000.0,-1499000.0,0.87,17.12,8.02,3.88,3.15,3.52,2.18,1.73,4.08,2.61,1.93,1.04,0.7,0.61,48.49
2019-05-28,77.1,77.25,77.1,77.25,76.85,9812.0,4361.0,755742961.0,2.25,-0.05,1100.0,5777000.0,-5775900.0,0.0,1400000.0,-1400000.0,1580000.0,917000.0,663000.0,1581100.0,8094000.0,-6512900.0,740850154.0,921688599.0,-180838445.0,31272000.0,34417000.0,-3145000.0,556240316.0,614344477.0,-58104161.0,1328362470.0,1570450076.0,-242087606.0,107.0,79.0,0.0,28.0,2552.0,13.0,14.0,0.0,1.0,435.0,6.0,34632.0,32628.0,1430.0,6047.0,7040.0,178.0,0.0,802000.0,0.0,-802000.0,1853000.0,3747100.0,63661000.0,65962000.0,-2301000.0,0.87,17.12,8.02,3.88,3.15,3.52,2.18,1.73,4.08,2.61,1.93,1.04,0.7,0.61,48.49
2019-05-29,76.75,76.5,76.75,76.8,76.3,9659.0,4380.0,740038363.0,2.21,-0.35,161100.0,4703000.0,-4541900.0,0.0,800000.0,-800000.0,1393000.0,2705000.0,-1312000.0,1554100.0,8208000.0,-6653900.0,741011254.0,926391599.0,-185380345.0,31272000.0,35217000.0,-3945000.0,557633316.0,617049477.0,-59416161.0,1329916570.0,1578658076.0,-248741506.0,92.0,44.0,1.0,47.0,2599.0,13.0,14.0,0.0,1.0,436.0,1.0,34724.0,32672.0,1477.0,6060.0,7054.0,179.0,0.0,0.0,0.0,0.0,1853000.0,3766016.0,63661000.0,65962000.0,-2301000.0,0.87,17.12,8.02,3.88,3.15,3.52,2.18,1.73,4.08,2.61,1.93,1.04,0.7,0.61,48.49
2019-05-30,77.4,76.75,77.4,77.5,76.75,7658.0,3474.0,591824718.0,2.2,0.65,0.0,2457000.0,-2457000.0,0.0,0.0,0.0,790000.0,2978000.0,-2188000.0,790000.0,5435000.0,-4645000.0,741011254.0,928848599.0,-187837345.0,31272000.0,35217000.0,-3945000.0,558423316.0,620027477.0,-61604161.0,1330706570.0,1584093076.0,-253386506.0,141.0,179.0,5.0,-43.0,2556.0,3.0,22.0,0.0,19.0,455.0,0.0,34865.0,32851.0,1434.0,6063.0,7076.0,198.0,0.0,43000.0,0.0,-43000.0,1810000.0,3611554.0,63661000.0,66005000.0,-2344000.0,0.87,17.12,8.02,3.88,3.15,3.52,2.18,1.73,4.08,2.61,1.93,1.04,0.7,0.61,48.49
2019-05-31,78.45,77.35,78.45,78.45,77.3,7566.0,3611.0,590619995.0,2.1,1.05,757300.0,1008000.0,-250700.0,0.0,0.0,0.0,2040000.0,1122000.0,918000.0,2797300.0,2130000.0,667300.0,741768554.0,929856599.0,-188088045.0,31272000.0,35217000.0,-3945000.0,560463316.0,621149477.0,-60686161.0,1333503870.0,1586223076.0,-252719206.0,55.0,276.0,2.0,-223.0,2333.0,106.0,42.0,0.0,-64.0,391.0,61.0,34920.0,33127.0,1211.0,6169.0,7118.0,134.0,0.0,0.0,0.0,0.0,1810000.0,3480314.0,63661000.0,66005000.0,-2344000.0,0.87,17.93,8.4,4.14,3.32,3.65,2.33,1.93,4.21,2.58,2.05,1.1,0.69,0.6,46.14
2019-06-03,78.55,78.2,78.55,78.65,77.65,6017.0,2880.0,470593299.0,2.09,0.1,993011.0,998000.0,-4989.0,0.0,0.0,0.0,1973000.0,1273000.0,700000.0,2966011.0,2271000.0,695011.0,742761565.0,930854599.0,-188093034.0,31272000.0,35217000.0,-3945000.0,562436316.0,622422477.0,-59986161.0,1336469881.0,1588494076.0,-252024195.0,34.0,160.0,0.0,-126.0,2207.0,1.0,30.0,0.0,29.0,420.0,6.0,34954.0,33287.0,1085.0,6170.0,7148.0,163.0,0.0,0.0,0.0,0.0,1810000.0,3415334.0,63661000.0,66005000.0,-2344000.0,0.87,17.93,8.4,4.14,3.32,3.65,2.33,1.93,4.21,2.58,2.05,1.1,0.69,0.6,46.14
2019-06-04,78.05,78.45,78.05,78.6,78.0,7228.0,2675.0,565425109.0,2.7,-0.5,1717087.0,3750000.0,-2032913.0,500000.0,0.0,500000.0,1393000.0,1306000.0,87000.0,3610087.0,5056000.0,-1445913.0,744478652.0,934604599.0,-190125947.0,31772000.0,35217000.0,-3445000.0,563829316.0,623728477.0,-59899161.0,1340079968.0,1593550076.0,-253470108.0,39.0,83.0,0.0,-44.0,2163.0,1.0,20.0,0.0,19.0,439.0,3.0,34993.0,33370.0,1041.0,6171.0,7168.0,182.0,0.0,0.0,0.0,0.0,1810000.0,3458879.0,63661000.0,66005000.0,-2344000.0,0.87,17.93,8.4,4.14,3.32,3.65,2.33,1.93,4.21,2.58,2.05,1.1,0.69,0.6,46.14
2019-06-05,78.3,78.85,78.3,78.95,78.25,7051.0,3047.0,554017619.0,2.31,0.25,481011.0,2631000.0,-2149989.0,1200000.0,0.0,1200000.0,996000.0,1512000.0,-516000.0,2677011.0,4143000.0,-1465989.0,744959663.0,937235599.0,-192275936.0,32972000.0,35217000.0,-2245000.0,564825316.0,625240477.0,-60415161.0,1342756979.0,1597693076.0,-254936097.0,102.0,124.0,0.0,-22.0,2141.0,15.0,0.0,0.0,-15.0,424.0,5.0,35095.0,33494.0,1019.0,6186.0,7168.0,167.0,0.0,0.0,0.0,0.0,1810000.0,3469278.0,63661000.0,66005000.0,-2344000.0,0.87,17.93,8.4,4.14,3.32,3.65,2.33,1.93,4.21,2.58,2.05,1.1,0.69,0.6,46.14
2019-06-06,77.7,77.7,77.7,77.85,77.45,7456.0,3663.0,579216003.0,2.04,-0.6,472001.0,2538000.0,-2065999.0,0.0,0.0,0.0,1809000.0,2367000.0,-558000.0,2281001.0,4905000.0,-2623999.0,745431664.0,939773599.0,-194341935.0,32972000.0,35217000.0,-2245000.0,566634316.0,627607477.0,-60973161.0,1345037980.0,1602598076.0,-257560096.0,66.0,120.0,0.0,-54.0,2087.0,17.0,28.0,0.0,11.0,435.0,0.0,35161.0,33614.0,965.0,6203.0,7196.0,178.0,567000.0,0.0,0.0,567000.0,2377000.0,3512754.0,64228000.0,66005000.0,-1777000.0,0.78,16.09,7.56,3.69,2.99,3.27,2.06,1.72,3.83,2.21,2.06,0.87,0.77,0.75,51.28
2019-06-10,79.05,78.65,79.05,79.05,78.35,7666.0,3677.0,604180835.0,2.08,1.35,26000.0,90000.0,-64000.0,0.0,0.0,0.0,4798000.0,459000.0,4339000.0,4824000.0,549000.0,4275000.0,745457664.0,939863599.0,-194405935.0,32972000.0,35217000.0,-2245000.0,571432316.0,628066477.0,-56634161.0,1349861980.0,1603147076.0,-253285096.0,52.0,223.0,0.0,-171.0,1916.0,12.0,33.0,0.0,21.0,456.0,0.0,35213.0,33837.0,794.0,6215.0,7229.0,199.0,0.0,0.0,0.0,0.0,2377000.0,3554131.0,64228000.0,66005000.0,-1777000.0,0.78,16.09,7.56,3.69,2.99,3.27,2.06,1.72,3.83,2.21,2.06,0.87,0.77,0.75,51.28
2019-06-11,79.4,79.2,79.4,79.8,79.05,10623.0,5118.0,844354556.0,2.08,0.35,3082000.0,274000.0,2808000.0,1059000.0,0.0,1059000.0,4045000.0,578000.0,3467000.0,8186000.0,852000.0,7334000.0,748539664.0,940137599.0,-191597935.0,34031000.0,35217000.0,-1186000.0,575477316.0,628644477.0,-53167161.0,1358047980.0,1603999076.0,-245951096.0,25.0,156.0,0.0,-131.0,1785.0,32.0,3.0,11.0,-40.0,416.0,4.0,35238.0,33993.0,663.0,6247.0,7232.0,159.0,0.0,0.0,0.0,0.0,2377000.0,3622220.0,64228000.0,66005000.0,-1777000.0,0.78,16.09,7.56,3.69,2.99,3.27,2.06,1.72,3.83,2.21,2.06,0.87,0.77,0.75,51.28
2019-06-12,79.7,79.4,79.7,79.8,79.25,9258.0,4028.0,736850634.0,2.3,0.3,5391125.0,646000.0,4745125.0,1440000.0,0.0,1440000.0,1035000.0,1111000.0,-76000.0,7866125.0,1757000.0,6109125.0,753930789.0,940783599.0,-186852810.0,35471000.0,35217000.0,254000.0,576512316.0,629755477.0,-53243161.0,1365914105.0,1605756076.0,-239841971.0,34.0,146.0,3.0,-115.0,1670.0,17.0,6.0,0.0,-11.0,405.0,3.0,35272.0,34139.0,548.0,6264.0,7238.0,148.0,0.0,1396000.0,0.0,-1396000.0,981000.0,3683184.0,64228000.0,67401000.0,-3173000.0,0.78,16.09,7.56,3.69,2.99,3.27,2.06,1.72,3.83,2.21,2.06,0.87,0.77,0.75,51.28
2019-06-13,79.05,79.4,79.05,79.55,78.95,5914.0,2874.0,468466446.0,2.06,-0.65,361377.0,648000.0,-286623.0,1200000.0,0.0,1200000.0,546000.0,3033000.0,-2487000.0,2107377.0,3681000.0,-1573623.0,754292166.0,941431599.0,-187139433.0,36671000.0,35217000.0,1454000.0,577058316.0,632788477.0,-55730161.0,1368021482.0,1609437076.0,-241415594.0,68.0,49.0,0.0,19.0,1689.0,8.0,12.0,0.0,4.0,409.0,3.0,35340.0,34188.0,567.0,6272.0,7250.0,152.0,0.0,83000.0,0.0,-83000.0,898000.0,3709854.0,64228000.0,67484000.0,-3256000.0,0.78,16.09,7.56,3.69,2.99,3.27,2.06,1.72,3.83,2.21,2.06,0.87,0.77,0.75,51.28
2019-06-14,78.9,79.0,78.9,79.15,78.8,3164.0,1824.0,249813323.0,1.73,-0.15,100000.0,144000.0,-44000.0,1150000.0,0.0,1150000.0,531000.0,1107000.0,-576000.0,1781000.0,1251000.0,530000.0,754392166.0,941575599.0,-187183433.0,37821000.0,35217000.0,2604000.0,577589316.0,633895477.0,-56306161.0,1369802482.0,1610688076.0,-240885594.0,31.0,57.0,0.0,-26.0,1663.0,14.0,4.0,0.0,-10.0,399.0,3.0,35371.0,34245.0,541.0,6286.0,7254.0,142.0,0.0,0.0,0.0,0.0,898000.0,3679939.0,64228000.0,67484000.0,-3256000.0,0.47,9.26,4.3,2.06,1.71,1.88,1.13,1.01,2.16,1.29,1.12,0.48,0.42,0.55,72.09
2019-06-17,78.7,78.45,78.7,78.95,78.1,6141.0,3732.0,483052353.0,1.65,-0.2,4011.0,57500.0,-53489.0,744000.0,600000.0,144000.0,3065000.0,1230000.0,1835000.0,3813011.0,1887500.0,1925511.0,754396177.0,941633099.0,-187236922.0,38565000.0,35817000.0,2748000.0,580654316.0,635125477.0,-54471161.0,1373615493.0,1612575576.0,-238960083.0,40.0,54.0,3.0,-17.0,1646.0,25.0,9.0,0.0,-16.0,383.0,3.0,35411.0,34299.0,524.0,6311.0,7263.0,126.0,0.0,0.0,0.0,0.0,898000.0,3438106.0,64228000.0,67484000.0,-3256000.0,0.47,9.26,4.3,2.06,1.71,1.88,1.13,1.01,2.16,1.29,1.12,0.48,0.42,0.55,72.09
2019-06-18,78.9,78.8,78.9,79.0,78.6,2890.0,1195.0,227779433.0,2.42,0.2,4001.0,128000.0,-123999.0,50000.0,0.0,50000.0,1157000.0,441000.0,716000.0,1211001.0,569000.0,642001.0,754400178.0,941761099.0,-187360921.0,38615000.0,35817000.0,2798000.0,581811316.0,635566477.0,-53755161.0,1374826494.0,1613144576.0,-238318082.0,20.0,102.0,0.0,-82.0,1564.0,3.0,7.0,0.0,4.0,387.0,0.0,35431.0,34401.0,442.0,6314.0,7270.0,130.0,0.0,0.0,0.0,0.0,898000.0,3392374.0,64228000.0,67484000.0,-3256000.0,0.47,9.26,4.3,2.06,1.71,1.88,1.13,1.01,2.16,1.29,1.12,0.48,0.42,0.55,72.09
2019-06-19,80.75,80.0,80.75,80.8,79.95,21832.0,8538.0,1754258999.0,2.56,1.85,10333000.0,700000.0,9633000.0,0.0,0.0,0.0,7335000.0,2786000.0,4549000.0,17668000.0,3486000.0,14182000.0,764733178.0,942461099.0,-177727921.0,38615000.0,35817000.0,2798000.0,589146316.0,638352477.0,-49206161.0,1392494494.0,1616630576.0,-224136082.0,24.0,155.0,0.0,-131.0,1433.0,23.0,22.0,0.0,-1.0,386.0,0.0,35455.0,34556.0,311.0,6337.0,7292.0,129.0,0.0,0.0,0.0,0.0,898000.0,3470584.0,64228000.0,67484000.0,-3256000.0,0.47,9.26,4.3,2.06,1.71,1.88,1.13,1.01,2.16,1.29,1.12,0.48,0.42,0.55,72.09
2019-06-20,80.85,80.75,80.85,81.0,80.65,11581.0,4459.0,936579222.0,2.6,0.1,4305100.0,452000.0,3853100.0,0.0,0.0,0.0,1139000.0,1579000.0,-440000.0,5444100.0,2031000.0,3413100.0,769038278.0,942913099.0,-173874821.0,38615000.0,35817000.0,2798000.0,590285316.0,639931477.0,-49646161.0,1397938594.0,1618661576.0,-220722982.0,54.0,87.0,0.0,-33.0,1400.0,3.0,1.0,0.0,-2.0,384.0,0.0,35509.0,34643.0,278.0,6340.0,7293.0,127.0,0.0,0.0,0.0,0.0,898000.0,3450673.0,64228000.0,67484000.0,-3256000.0,0.47,9.26,4.3,2.06,1.71,1.88,1.13,1.01,2.16,1.29,1.12,0.48,0.42,0.55,72.09
2019-06-21,80.85,81.1,80.85,81.2,80.8,15343.0,8013.0,1243301534.0,1.91,0.0,12196000.0,470000.0,11726000.0,0.0,0.0,0.0,955000.0,3574000.0,-2619000.0,13151000.0,4044000.0,9107000.0,781234278.0,943383099.0,-162148821.0,38615000.0,35817000.0,2798000.0,591240316.0,643505477.0,-52265161.0,1411089594.0,1622705576.0,-211615982.0,18.0,224.0,0.0,-206.0,1194.0,5.0,9.0,0.0,4.0,388.0,0.0,35527.0,34867.0,72.0,6345.0,7302.0,131.0,0.0,0.0,0.0,0.0,898000.0,3534872.0,64228000.0,67484000.0,-3256000.0,0.41,7.62,3.47,1.65,1.35,1.53,0.91,0.76,1.76,1.03,0.91,0.53,0.27,0.16,77.55
2019-06-24,81.2,80.8,81.2,81.5,80.7,16600.0,5396.0,1347119158.0,3.08,0.35,14406000.0,551000.0,13855000.0,0.0,0.0,0.0,482000.0,3940000.0,-3458000.0,14888000.0,4491000.0,10397000.0,795640278.0,943934099.0,-148293821.0,38615000.0,35817000.0,2798000.0,591722316.0,647445477.0,-55723161.0,1425977594.0,1627196576.0,-201218982.0,43.0,56.0,0.0,-13.0,1181.0,1.0,0.0,0.0,-1.0,387.0,0.0,35570.0,34923.0,59.0,6346.0,7302.0,130.0,0.0,0.0,0.0,0.0,898000.0,3582938.0,64228000.0,67484000.0,-3256000.0,0.41,7.62,3.47,1.65,1.35,1.53,0.91,0.76,1.76,1.03,0.91,0.53,0.27,0.16,77.55
2019-06-25,80.75,81.15,80.75,81.4,80.6,7941.0,2804.0,643677923.0,2.83,-0.45,6527012.0,1000.0,6526012.0,25000.0,0.0,25000.0,83000.0,2214000.0,-2131000.0,6635012.0,2215000.0,4420012.0,802167290.0,943935099.0,-141767809.0,38640000.0,35817000.0,2823000.0,591805316.0,649659477.0,-57854161.0,1432612606.0,1629411576.0,-196798970.0,23.0,33.0,0.0,-10.0,1171.0,2.0,1.0,0.0,-1.0,386.0,0.0,35593.0,34956.0,49.0,6348.0,7303.0,129.0,0.0,0.0,0.0,0.0,898000.0,3475568.0,64228000.0,67484000.0,-3256000.0,0.41,7.62,3.47,1.65,1.35,1.53,0.91,0.76,1.76,1.03,0.91,0.53,0.27,0.16,77.55
2019-06-26,80.35,80.6,80.35,80.6,80.25,5913.0,2313.0,475566304.0,2.56,-0.4,1320000.0,148000.0,1172000.0,0.0,0.0,0.0,474000.0,2799000.0,-2325000.0,1794000.0,2947000.0,-1153000.0,803487290.0,944083099.0,-140595809.0,38640000.0,35817000.0,2823000.0,592279316.0,652458477.0,-60179161.0,1434406606.0,1632358576.0,-197951970.0,9.0,11.0,0.0,-2.0,1169.0,13.0,0.0,0.0,-13.0,373.0,0.0,35602.0,34967.0,47.0,6361.0,7303.0,116.0,0.0,0.0,0.0,0.0,898000.0,3331905.0,64228000.0,67484000.0,-3256000.0,0.41,7.62,3.47,1.65,1.35,1.53,0.91,0.76,1.76,1.03,0.91,0.53,0.27,0.16,77.55
2019-06-27,81.5,80.55,81.5,81.6,80.55,15351.0,4177.0,1248736184.0,3.68,1.15,13020000.0,950000.0,12070000.0,20000.0,0.0,20000.0,1231000.0,2774000.0,-1543000.0,14271000.0,3724000.0,10547000.0,816507290.0,945033099.0,-128525809.0,38660000.0,35817000.0,2843000.0,593510316.0,655232477.0,-61722161.0,1448677606.0,1636082576.0,-187404970.0,21.0,32.0,0.0,-11.0,1158.0,2.0,5.0,0.0,3.0,376.0,0.0,35623.0,34999.0,36.0,6363.0,7308.0,119.0,0.0,0.0,0.0,0.0,898000.0,3312800.0,64228000.0,67484000.0,-3256000.0,0.41,7.62,3.47,1.65,1.35,1.53,0.91,0.76,1.76,1.03,0.91,0.53,0.27,0.16,77.55
2019-06-28,80.9,81.45,80.9,81.55,80.85,3940.0,1867.0,319369533.0,2.11,-0.6,1242000.0,449000.0,793000.0,0.0,0.0,0.0,660000.0,372000.0,288000.0,1902000.0,821000.0,1081000.0,817749290.0,945482099.0,-127732809.0,38660000.0,35817000.0,2843000.0,594170316.0,655604477.0,-61434161.0,1450579606.0,1636903576.0,-186323970.0,15.0,10.0,0.0,5.0,1163.0,9.0,0.0,0.0,-9.0,367.0,1.0,35638.0,35009.0,41.0,6372.0,7308.0,110.0,0.0,0.0,0.0,0.0,898000.0,3181207.0,64228000.0,67484000.0,-3256000.0,0.42,7.21,3.22,1.49,1.23,1.4,0.83,0.67,1.59,0.99,0.88,0.47,0.28,0.16,79.09
2019-07-01,82.65,82.05,82.65,82.8,82.05,13771.0,5806.0,1137417652.0,2.37,1.75,6028000.0,60000.0,5968000.0,45000.0,0.0,45000.0,5565000.0,475000.0,5090000.0,11638000.0,535000.0,11103000.0,823777290.0,945542099.0,-121764809.0,38705000.0,35817000.0,2888000.0,599735316.0,656079477.0,-56344161.0,1462217606.0,1637438576.0,-175220970.0,28.0,114.0,0.0,-86.0,1077.0,1.0,0.0,0.0,-1.0,366.0,0.0,35666.0,35123.0,-45.0,6373.0,7308.0,109.0,0.0,0.0,0.0,0.0,898000.0,3083183.0,64228000.0,67484000.0,-3256000.0,0.42,7.21,3.22,1.49,1.23,1.4,0.83,0.67,1.59,0.99,0.88,0.47,0.28,0.16,79.09
2019-07-02,82.45,82.65,82.45,82.7,82.4,5209.0,2310.0,429828229.0,2.25,-0.2,2135000.0,2000.0,2133000.0,0.0,850000.0,-850000.0,1479000.0,113000.0,1366000.0,3614000.0,965000.0,2649000.0,825912290.0,945544099.0,-119631809.0,38705000.0,36667000.0,2038000.0,601214316.0,656192477.0,-54978161.0,1465831606.0,1638403576.0,-172571970.0,26.0,21.0,0.0,5.0,1082.0,1.0,4.0,0.0,3.0,369.0,0.0,35692.0,35144.0,-40.0,6374.0,7312.0,112.0,0.0,0.0,0.0,0.0,898000.0,2992228.0,64228000.0,67484000.0,-3256000.0,0.42,7.21,3.22,1.49,1.23,1.4,0.83,0.67,1.59,0.99,0.88,0.47,0.28,0.16,79.09
2019-07-03,81.5,82.35,81.5,82.35,81.35,8615.0,2877.0,703409269.0,2.99,-0.95,3142011.0,4236000.0,-1093989.0,0.0,550000.0,-550000.0,1253000.0,432000.0,821000.0,4395011.0,5218000.0,-822989.0,829054301.0,949780099.0,-120725798.0,38705000.0,37217000.0,1488000.0,602467316.0,656624477.0,-54157161.0,1470226617.0,1643621576.0,-173394959.0,119.0,38.0,0.0,81.0,1163.0,5.0,0.0,0.0,-5.0,364.0,0.0,35811.0,35182.0,41.0,6379.0,7312.0,107.0,0.0,0.0,0.0,0.0,898000.0,2880234.0,64228000.0,67484000.0,-3256000.0,0.42,7.21,3.22,1.49,1.23,1.4,0.83,0.67,1.59,0.99,0.88,0.47,0.28,0.16,79.09
